"","peak_id","peak_name","host_contries","alternative_names","height_m","height_ft","location","region","restrictions","climb_status","is_open","is_unlisted","is_trekking","trek_year","first_asc_yr","first_asc_season","first_asc_date","countries","first_summiters","summiters_notes","lat","long"
"28","BHUL","Bhulu Lhasa","Nepal only","",6102,20020,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Climbed",1,0,0,0,1964,"Autumn","Oct 31","UK, Nepal","John Tyson, John Cole, Robert Kendall, Mingma Sherpa","",NA,NA
"29","BIJO","Bijora Hiunchuli","Nepal only","",6111,20049,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"30","BOBA","Bobaye","Nepal only","",6808,22336,"Api/Byas Risi/Guras","Far West-Kanjiroba","","Climbed",1,0,0,0,1996,"Autumn","Nov 02","Slovenia","Tomaz Humar","",10.4330167,21.27055
"31","BOKT","Boktoh","Nepal only","Bokta",6114,20059,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Climbed",0,0,1,0,1991,"Spring","Apr 10","Yugoslavia","Marko Prezelj, Uros Rupar, Andrej Stremfelj","Boktoh possibly climbed in 1959 by Lionel Terray and Rene Desmaison during exploration of Jannu SW side",27.6204953,88.0063936
"32","BTAK","Bhairab Takura","Nepal & China","Madiya",6799,22306,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,1960,"Spring","May 07","Japan, Nepal","Kunitoshi Ishihara, Yukihito Kato, Pasang Phutar Sherpa (I)","",NA,NA
"33","BURK","Burke Kang","Nepal & China","Burke Khang",6942,22776,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2017,"Autumn","Oct 05","Ireland, Nepal","Noel Hanna, Samden Bhote, Nanda Dorje Sherpa, Pemba Tshering (Maila) Sherpa","",43.1358279,-89.2762273
"34","CBAM","Chhopa Bamare","Nepal & China","Chomo Pamari",6109,20043,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2019,"Winter","Feb 28","USA, France","John Kelley, Benjamin Billet","",NA,NA
"35","CHAB","Chabuk","Nepal & China","Tsajirip",6792,22283,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.8965508,87.9998611
"36","CHAG","Chago","Nepal & China","",6893,22615,"Makalu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,1954,"Spring","May 29","New Zealand, Nepal","Michael Ball, Urkien Sherpa","",27.9262151,87.0543761
"37","CHAK","Chako","Nepal only","",6704,21995,"Damodar","Annapurna-Damodar-Peri","Opened in 2003","Climbed",1,0,0,0,2007,"Summer","Jul 24","Japan, Nepal","Kazhisa Kamisaka, Akio Omura, Hari Bahadur Chaulagai, Ang Phuri Lama","",-20.4289101,32.6809123
"38","CHAM","Chamlang","Nepal only","",7321,24019,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1962,"Spring","May 31","Japan, Nepal","So Anma, Pasang Phutar Sherpa (I)","",27.7772801,86.98151
"39","CHAN","Changla","Nepal & China","Changla Himal",6563,21532,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","","Climbed",1,0,0,0,2010,"Autumn","Sep 27","Japan","Hirofumi Kobayashi, Seiya Nakasukasa, Yuta Shibayama, Naoki Yamaguchi","Climbed illegally by Sean Burch in October 2016?",30.3025938,82.1282859
"40","CHAW","Chaw Peak","Nepal & China","Chaw East",6404,21010,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"41","CHEK","Chekigo","Nepal & China","",6121,20082,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002 as trekking peak","Climbed",0,0,1,2002,2005,"Spring","May 15","UK, Switzerland","Bruce Normand, Oliver von Rotz","1st known ascent",NA,NA
"42","CHEO","Cheo Himal","Nepal & China","",6820,22375,"Peri","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1991,"Autumn","Oct 13","Japan, Nepal","Dambar Bahadur Gurung, Shigeki Imoto, Ful Bahadur Rai, Pasang Tshering Sherpa","",NA,NA
"43","CHIV","Chhiv Himal","Nepal only","Chhib Himal",6650,21818,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2004,"Autumn","Sep 18","Japan","Takeshi Wada, Mitsuhiro Koseki, Yubo Shibata, Takeo Yoshinaga","",28.8736293,84.1598835
"44","CHKA","Chamar Kang","Nepal only","Chharka, Kangtega",6060,19882,"Mukut/Mustang","Dhaulagiri-Mukut","","Climbed",0,1,0,0,2007,"Autumn","Sep 21","Japan, Nepal","Tamotsu Ohnishi, Toshitsugi Irisawa, Koichi Kato, Chhepa Sherpa","",28.1986704,89.7695918
"45","CHMN","Chamar North","Nepal only","Peak 23",7165,23507,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Climbed",1,0,0,0,1953,"Spring","Jun 05","New Zealand, Nepal","Maurice Bishop, Nyamgel Sherpa","",35.4623305,-80.6827327
"46","CHMR","Chamar","Nepal only","Shringi Himal",7161,23494,"Ganesh/Shringi","Manaslu-Ganesh","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",28.5550852,84.9437234
"47","CHND","Chandi Himal","Nepal & China","",6142,20151,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","Climbed illegally by Sean Burch in October 2016?",NA,NA
"48","CHNG","Changdi","Nepal & China","",6623,21729,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",23.1120426,113.2512622
"49","CHOB","Chobuje","Nepal only","Chobutse, Tsoboje",6686,21936,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1972,"Spring","Apr 24","W Germany","Wolfgang Weinzierl, Peter Vogler, Gustav Harder, Klaus Harder","Illegal ascent",NA,NA
"50","CHOL","Cholatse","Nepal only","Tsolatse, Jobo Lhaptshan",6423,21073,"Khumbu","Khumbu-Rolwaling-Makalu","Converted to trekking peak in 2002","Climbed",0,0,1,2002,1982,"Spring","Apr 22","USA, UK","John Roskelley, Galen Rowell, Vern Clevenger, Bill O'Connor","",27.9029624,86.7687987
"51","CHOP","Cho Polu","Nepal only","",6700,21982,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1984,"Autumn","Nov","Spain","Nil Bohigas Martorell","1st official ascent Nov 12, 1999 by Markus Walter, Guenter Jung, Olaf Rieck and Dieter Ruelker (Germans)",27.9194539,86.9819868
"52","CHOY","Cho Oyu","Nepal & China","",8188,26864,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1954,"Autumn","Oct 19","Austria, Nepal","Herbert Tichy, Sepp Jeochler, Pasang Dawa Lama","",28.0967613,86.659654
"53","CHRE","Churen Himal East","Nepal only","",7371,24183,"Dhaulagiri","Dhaulagiri-Mukut","One permit for Churen Himal's three summits","Climbed",1,0,0,0,1970,"Spring","Apr 29","S Korea, Nepal","Kim Ho-Sup, Rinsing Ongyal Sherpa","",NA,NA
"54","CHRI","Chhukung Ri","Nepal only","",5550,18209,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 1997; converted to trekking peak in 2002","Climbed",0,0,1,2002,1965,"Spring","May","Netherlands","Johannes Adolf Noordijk","",NA,NA
"55","CHRW","Churen Himal West","Nepal only","",7371,24183,"Dhaulagiri","Dhaulagiri-Mukut","One permit for Churen Himal's three summits","Climbed",1,0,0,0,1970,"Autumn","Oct 28","Japan, Nepal","Kozo Hasegawa, Ang Norbu Sherpa","",NA,NA
"56","CHUB","Chhuboche","Nepal only","",5606,18392,"Damodar","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,2013,"Autumn","Nov 16","UK","Brian Jackson, Hugh Wrightson, Pasang Sherpa, Tendi Wangya","",NA,NA
"57","CHUG","Chukyima Go","Nepal only","Chugimago",6258,20531,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2014,"Autumn","Nov 12","Slovenia","Domen Kastelic, Sam Hennessey","Originally thought that 1952 Scottish expedition climbed this peak, but likely Peak 5794m instead",NA,NA
"58","CHUK","Chhukung Tse","Nepal only","Chhukung Chuli",5833,19137,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,0,1953,"Spring","Apr 03","UK, Nepal","John Hunt, Tenzing Norgay Sherpa","",NA,NA
"59","CHUL","Chulu Central","Nepal only","Chulu East",6584,21601,"Damodar","Annapurna-Damodar-Peri","","Climbed",0,0,1,1978,1955,"Spring","Jul 23","W Germany","Heinz Steinmetz, Harald Biller, Fritz Lobbichler, Juergen Wellenkamp","",-12.8241485,33.3069523
"60","CHUM","Chumbu","Nepal only","",6859,22503,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.0136395,86.7878294
"61","CHUR","Churen Himal Central","Nepal only","",7385,24229,"Dhaulagiri","Dhaulagiri-Mukut","One permit for Churen Himal's three summits","Climbed",1,0,0,0,1970,"Autumn","Oct 24","Japan","Masayoshi Fukui, Kozo Hasegawa","",NA,NA
"62","CHUW","Chulu West","Nepal only","",6419,21060,"Damodar","Annapurna-Damodar-Peri","","Climbed",0,0,1,1978,1952,"Autumn","Oct 23","Japan","Kinji Imanishi, Kazuhiko Hayashi, Sasuke Nakao, Jiro Taguchi, Masataka Takagi, Sakuta Takebushi","",28.7454053,84.0228323
"63","CHWT","Changwathang","Nepal only","",6130,20112,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2000,"Summer","Jun 28","Japan, Nepal","Tamotsu Ohnishi, Koji Mizutani, Nobuo Akayama, Takehiko Yanagihara, Chuldim Nuru Sherpa, Dawa Sherpa","",NA,NA
"64","CPHU","Chhochenphu Himal","Nepal only","",6260,20538,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"65","CTSE","Changtse","China only","Everest North Peak",7583,24879,"Khumbu","Khumbu-Rolwaling-Makalu","Peak entirely within China","Climbed",0,1,0,0,1982,"Spring","Oct 14","W Germany","Udo Zehetleitner","",28.024329,86.9151856
"66","DANG","Danga","Nepal only","",6220,20407,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2002,"Autumn","Oct 20","Denmark","Allan Christensen, Bo Belvedere Christensen, Jan Mathorne","",13.223166,14.932821
"67","DANS","Danphe Shail","Nepal & China","Danfe Shail",6103,20023,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2017,"Autumn","Oct 05","France, Nepal","Sonia Baillif, Etienne De Fleurian, Laurence De Fleurian, Paulo Grobel, Jean Males, Etienne Principaud, Bernard Vallet, Dipen Bhote, Dhan Magar, Anil Rai","",29.6720812,83.0083371
"68","DGAR","Dhaulagari","Nepal only","Dhaulasiri",6638,21778,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.7471549,83.4995489
"69","DHA1","Dhaulagiri I","Nepal only","",8167,26795,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1960,"Spring","May 13","Switzerland, Austria, W Germany, Nepal","Peter Diener, Kurt Diemberger, Albin Schelbert, Ernst Forrer, Nima Dorje Sherpa, Nawang Dorje Sherpa","",30.3467133,78.1783676
"70","DHA2","Dhaulagiri II","Nepal only","",7751,25430,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1971,"Spring","May 18","Austria, USA, Nepal","Adolf Huber, Ronald Fear, Adi Weissensteiner, Jangbu Sherpa","",28.7631589,83.3873786
"71","DHA3","Dhaulagiri III","Nepal only","Nalu, Naula",7715,25312,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1973,"Autumn","Oct 20","W Germany","Klaus Schreckenbach, Gerhard Haberl, Hans Saler","",28.7540263,83.3771445
"72","DHA4","Dhaulagiri IV","Nepal only","",7661,25135,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1975,"Spring","May 09","Japan","Shiro Kawazu, Etsuro Yasuda","1st ascent claimed (summmiters died in fall on descent)",28.7357489,83.314379
"73","DHA5","Dhaulagiri V","Nepal only","",7618,24993,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1975,"Spring","May 01","Japan, Nepal","Masaaki Morioka, Pemba Tsering Sherpa","",28.734057,83.3605794
"74","DHA6","Dhaulagiri VI","Nepal only","",7268,23845,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1970,"Spring","Apr 17","Japan","Shiro Kawazu, Shoichi Kimura, Hisazumi Nakamura, Seijiro Yamamura","",28.7083897,83.2731956
"75","DHAM","Dhampus","Nepal only","Thapa Peak, Marpha Peak",6012,19724,"Mukut/Mustang","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1960,"Spring","Apr","Austria","Kurt Diemberger","Dhampus has two summits (the western summit is called Thapa)",28.300303,83.858681
"76","DHEC","Dhechyan Khang","Nepal & China","",6019,19747,"Damodar","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,2018,"Spring","May 05","Austria, Germany, Nepal","Wolfgang Drexler, Martin Thallmair, Lawang Tamang, Yokachi Tamang","",NA,NA
"77","DING","Dingjung North","Nepal & China","Kangkuru, Rima Mancho",6249,20502,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1955,"Spring","May 16","UK","Peter Boultbee, Dennis Davis","This team called the peak Kangkuru",NA,NA
"78","DINS","Dingjung Ri","Nepal & China","Dingjung Ri South",6196,20328,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2008,"Spring","Mar 15","Japan","Kenro Nakajima, Hiroki Yamamoto","1st known ascent (may be others earlier)",27.9480862,86.7227096
"79","DOGA","Dogari","Nepal only","",6536,21444,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",44.8469173,24.481427
"80","DOLM","Dolma Khang","Nepal & China","Tseringma",6332,20774,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1980,"Spring","Apr 11","Australia, Nepal","Graham Brammer, Paul Richards, Shambu Tamang","",NA,NA
"81","DOMK","Dome Kang","Nepal & India","",7264,23832,"Jongsang","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2009,"Spring","Apr 28","Spain, Nepal","Emilio Lagunilla, Carlos Soria, Chhang Dawa Sherpa, Karma Gyalzen Sherpa, Halung Dorchi Sherpa","",46.44949325,4.12371954596929
"82","DOMO","Domo","Nepal & India","Jongsang SE Peak",7447,24432,"Jongsang","Kangchenjunga-Janak","","Climbed",0,1,0,0,1930,"Spring","Jun 08","Germany, Nepal","Guenter Dyhrenfurth, Lewa Sherpa","",43.401661,13.0608279
"83","DORJ","Dorje Lhakpa","Nepal only","",6966,22854,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,1981,"Autumn","Oct 18","Japan, Nepal","Kunio Kataoka, Makoto Anbe, Kazunari Murakami, Eiichi Shingyoji, Pemba Tsering Sherpa","Rumored that two British climbers summited via the W Ridge in 1979 (Dick Isherwood and Geoff Cohen)",28.175405,85.7786481
"84","DRAG","Dragmorpa Ri","Nepal & China","Thakmarpo Ri, Panaya Tippa",6185,20292,"Langtang","Langtang-Jugal","","Climbed",1,0,0,0,2013,"Spring","May 30","Russia","Roman Gretzky","Did Gretzky climb Dagmorpa Ri or Paniyo Tippa in Khumbu?",28.325673,85.6614726
"85","DRAN","Drangnag Ri","Nepal only","Thaknak Ri",6757,22169,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1995,"Spring","Apr 30","Norway, UK, Nepal","Chris Bonington, Ralph Hoibakk, Bjorn Myrer-Lund, Lhakpa Gyalu Sherpa, Pema Dorje Sherpa","",NA,NA
"86","DROM","Drohmo","Nepal only","Domo, Longridge Peak",6881,22575,"Jongsang","Kangchenjunga-Janak","Opened in 1997","Unclimbed",1,0,0,0,0,"All","","","Main summit unclimbed","",27.8243769,88.1008155
"87","DUDH","Dudh Kundali","Nepal only","Dui Tal Chuli, Two Lakes Peak",6045,19833,"Kanjiroba","Far West-Kanjiroba","","Climbed",1,0,0,0,1953,"Autumn","Nov","Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa","Climbed again in 1999 by French group",NA,NA
"88","DWIJ","Dwijen Himal","Nepal & China","",6169,20240,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"89","DZA2","Dzanye II","Nepal & China","",6318,20728,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2014","Climbed",1,0,0,0,2015,"Autumn","Oct 04","Japan","Takanori Mashimo, Kotaro Myatsu, Kenta Kimura, Shinnosuke Ashikari, Shun Katsurai, Takehiro Nozawa","",NA,NA
"90","DZAN","Dzanye","Nepal & China","Dzanaye",6581,21591,"Janak/Ohmi Kangri","Kangchenjunga-Janak","","Climbed",1,0,0,0,1949,"Spring","Jun 30","Switzerland","Alfred Sutter, Rene Dittert, Annelies Lohner, Jacob Pargaetzi-Almer, Edouard Wyss-Dunant","",NA,NA
"91","DZAS","Dzasampatse","Nepal only","",6295,20653,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,2004,"Autumn","Oct 18","Slovenia","Urban Azman, Tadej Golob","",NA,NA
"92","EKRA","Ek Rate Danda","Nepal only","",6213,20384,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"93","EVER","Everest","Nepal & China","Sagarmatha, Chomolungma, Qomolungma",8850,29035,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1953,"Spring","May 29","New Zealand, India","Edmund Hillary, Tenzing Norgay Sherpa","",27.9882393,86.925017
"94","FANG","Fang","Nepal only","Varaha Shikhar, Varaha Chuli, Finger",7647,25089,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1980,"Spring","May 17","Austria, Nepal","Sepp Mayerl, Hermann Neumair, Ang Chepal Sherpa","",32.0426141,110.7210616
"95","FIRN","Firnkopf","Nepal only","Firnkopf East",6730,22080,"Saipal","Far West-Kanjiroba","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",29.901419,81.4560136
"96","FIRW","Firnkopf West","Nepal only","",6745,22129,"Saipal","Far West-Kanjiroba","","Climbed",1,0,0,0,1987,"Autumn","Oct 25","Austria, W Germany, Nepal","Franz Kroell, Fritz Mross, Ang Chopal Sherpa","Austrian Saipal expedition of 1954 may have reached Firnkopf West",NA,NA
"97","GAMA","Gama Peak","Nepal only","",7187,23579,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",0,1,0,0,1970,"Autumn","Oct 25","Japan","Goro Nabeyama, Katsuhiro Nakashima","",33.3052114,126.246914
"98","GAN1","Ganesh I","Nepal & China","Yangra Kangri",7422,24350,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",1,0,0,0,1955,"Autumn","Oct 24","Switzerland, France","Raymond Lambert, Eric Gauchat, Claude Kogan","",28.3917215,85.1270407
"99","GAN2","Ganesh II","Nepal only","",7118,23353,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",1,0,0,0,1981,"Autumn","Oct 16","W Germany, Nepal","Hermann Warth, Ang Chepal Sherpa, Nga Temba Sherpa, Nima Tenzing Sherpa","Note: This mountain previously known as Ganesh III till re-surveyed in early 1990's.",28.3789024,85.0551861
"100","FUTI","Futi Himal","Nepal only","",6425,21079,"Damodar","Annapurna-Damodar-Peri","","Climbed",0,1,1,0,2014,"Spring","May 16","Portugal","Pedro Guedes Viera, Sandra Lima Dos Reis, Oldemiro Lima Fortunato, Frederico Mohilla Salomao","",NA,NA
"101","GAN3","Ganesh III","Nepal & China","Salasungo, Kang Lombo, Lopsang Karbo",7043,23107,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",1,0,0,0,1979,"Autumn","Oct 19","Japan, Nepal","Hideo Ogura, Pemba Tshering Sherpa, Dawa Norbu Sherpa","Note: This mountain previously known as Ganesh II till re-surveyed in early 1990's.",28.3363962,85.120491
"102","GAN4","Ganesh IV","Nepal only","Pabil",7104,23307,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",1,0,0,0,1978,"Autumn","Oct 20","Japan, Nepal","T Tomita, H Yoshio, K Aoyagi, M Hashimoto, Y Hashimoto, Y Okuma, T Shimoji, T Suzuki, I Yasuda, Yogendra Thapa, Kamal Bhandari, Mingma Tenzing Sherpa, Sonan Wolang Sherpa","",28.3452083,85.0795779
"103","GAN5","Ganesh V","Nepal & China","",6770,22211,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",1,0,0,0,1980,"Spring","Apr 21","Japan, Nepal","Tatsumi Sasaki, Akihiko Komori, Lhakpa Dorje Sherpa, Nima Tenzing Sherpa, Nima Nuru Sherpa","",28.3312446,85.1628264
"104","GAN6","Ganesh VI","Nepal only","",6908,22664,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2002","Climbed",1,0,0,0,2000,"Spring","May 23","Japan","Osamu Tanabe, Yasuhiro Hanatani","Possibly climbed in 1981 by Japanese Ganesh II team led by Hiroyashu Shirakabe",28.3697277,85.0614738
"105","GAN7","Ganesh VII","China only","",6350,20833,"Ganesh/Shringi","Manaslu-Ganesh","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed?","",28.3916458,85.1867974
"106","GANC","Ganchenpo","Nepal only","Fluted Peak, Ganchempo",6378,20925,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,1971,"Autumn","OctNov","USA","Terry Bech, Cheri Bech","",28.1693908,85.6785419
"107","GAND","Gandharva Chuli","Nepal only","Gandharbha, Gabelhorn Peak",6248,20499,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,2013,"Spring","May 06","Romania","Cosmin Andron, Christina Pogacean","",NA,NA
"108","GANG","Gangapurna","Nepal only","",7455,24459,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1965,"Spring","May 06","W Germany, Nepal","Gunter Hauser, Ludwig Greissl, Hermann Kollensperger, Erich Reismueller, Ang Temba Sherpa, Phu Dorje Sherpa","",28.605655,83.9635144
"109","GANW","Gangapurna West","Nepal only","Lachenal Peak, Asapurna",7140,23425,"Annapurna","Annapurna-Damodar-Peri","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",NA,NA
"110","GAUG","Gaugiri","Nepal & China","",6110,20046,"Damodar","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2002,"Spring","May 28","USA","Peter Ackroyd, Jim Frush","",29.0458971,84.1879231
"111","GAUR","Gaurishankar","Nepal & China","Jomo Tseringma",7135,23409,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1979,"Spring","May 08","US, Nepal","John Roskelley, Dorje Sherpa","",27.81040175,86.3220589633968
"112","GAUS","Gaurishankar South","Nepal only","Gauri",7010,22999,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1979,"Autumn","Nov 09","UK","Peter Boardman, Pemba Lama, Timothy Leach, Guy Neithardt","",NA,NA
"113","GHAN","Ghhanyala Hies","Nepal & China","",6744,22126,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"114","GHEN","Ghenge Liru","Nepal only","Ghenye Lirung, Langtang II",6596,21640,"Langtang","Langtang-Jugal","Opened in 2002","Climbed",1,0,0,0,1963,"Spring","May 28","UK, Nepal","Peter Taylor, Pasang Sherpa, Pasang Phutar Sherpa (I)","",28.2477839,85.4711879
"115","GHUN","Ghustang North","Nepal only","",6529,21421,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 2003","Climbed",1,0,0,0,1962,"Autumn","Oct 22","UK, Nepal","J.O.M. Roberts, Ang Pema Sherpa, Nawang Dorje Sherpa","",NA,NA
"116","GHUS","Ghustang South","Nepal only","Gurja West, Paschim Himal",6465,21211,"Dhaulagiri","Dhaulagiri-Mukut","Opened in 2003","Climbed",1,0,0,0,2019,"Autumn","Oct 23","France, Canada, Switzerland, Nepal","Corinne Amouillin-Gautier, Herve Barlier, Sophie Bellier, Dimitri Lomer, Albert Namiache, Charles Rossignol, Francois Schulz, Dipen Nuppa Bhote, Rajan Lama Bhote, Chettar Sherpa","",NA,NA
"117","GHYM","Ghyuthumba Main","Nepal only","Gutumpa, Pasang Peak",5806,19049,"Kanjiroba","Far West-Kanjiroba","","Climbed",0,1,0,0,1953,"Autumn","Nov","Austria, Nepal, India","Herbert Tichy, Ajiba Sherpa, Gyalzen Sherpa, Pasang Dawa Lama, Pemba Sherpa","",NA,NA
"118","GHYN","Ghyun Himal I","Nepal & China","",6110,20046,"Mukut/Mustang","Dhaulagiri-Mukut","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"119","GIME","Gimmigela Chuli East","Nepal & India","Twins",7007,22989,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Requires permit for Gimmigela Chuli","Climbed",0,1,0,0,1993,"Autumn","Oct 09","Japan, Nepal","Hideo Koike, Masanori Sato, Taro Tanigawa, Chuldin Sherpa, Pasang Nima Sherpa, Phurba Sherpa","",NA,NA
"120","GIMM","Gimmigela Chuli","Nepal & India","Twins",7350,24114,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","","Climbed",1,0,0,0,1994,"Autumn","Oct 29","Japan, Nepal","Shigeru Yokokuwa, Dawa Wangchuk Sherpa, Pasang Gyalzen Sherpa, Pasang Tenzing Sherpa","",NA,NA
"121","GLAC","Glacier Dome","Nepal only","Tarke Kang, Tarke Khang",7168,23517,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1964,"Spring","Oct 16","Japan, Nepal","Mitsuhiro Nishimura, Dorje Sherpa","",50.437744,-116.6197945
"122","GOJN","Gojung","Nepal & China","Mugu Chuli",6310,20702,"Kanti/Palchung","Far West-Kanjiroba","","Climbed",0,1,0,0,2011,"Autumn","Oct 19","UK","Mick Fowler, Dave Turnbull","",NA,NA
"123","GOLD","Goldum Peak","Nepal & China","Pangri Goldumba",6632,21759,"Jugal","Langtang-Jugal","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.3255179,85.7318419
"124","GORH","Gorakh Himal","Nepal & China","",6198,20335,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",30.065149,82.231329
"125","GORK","Gorakh Khang","Nepal & China","",6254,20518,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"126","GURA","Guras","Nepal & China","",6744,22126,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",40.6938241,20.6294512
