"","peak_id","peak_name","host_contries","alternative_names","height_m","height_ft","location","region","restrictions","climb_status","is_open","is_unlisted","is_trekking","trek_year","first_asc_yr","first_asc_season","first_asc_date","countries","first_summiters","summiters_notes","lat","long"
"232","LDAK","Langdak","Nepal only","",6220,20407,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2015,"Autumn","Oct 05","Nepal","Dawa Gyalje Sherpa, Nima Tenji Sherpa, Tashi Sherpa","",NA,NA
"233","LDNG","Langdung","Nepal & China","Ripumutse",6326,20755,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2017,"Winter","Dec 20","Nepal","Nima Tenji Sherpa, Dawa Gyalje Sherpa, Dawa Yangzum Sherpa, Pasang Kitar Sherpa","",NA,NA
"234","LEOE","Leonpo Gang East","Nepal & China","Gyalgen Peak",6733,22090,"Jugal","Langtang-Jugal","Opened in 2014","Climbed",1,0,0,0,1955,"Spring","May 11","UK, Nepal","Monica Jackson, Elizabeth Stark, Mingma Gyalgen Sherpa, Ang Temba Sherpa","Peak named after sirdar Mingma Gyalgen Sherpa",NA,NA
"235","LEON","Leonpo Gang","Nepal & China","Dorje Pahad, Big White Peak",6979,22897,"Jugal","Langtang-Jugal","","Climbed",1,0,0,0,1962,"Spring","May 03","Japan","Tadashi Morita, Kazunari Yasuhisa","",28.1964383,85.8001908
"236","LHAS","Lha Shamma","Nepal only","Lhasharma, Pinnacle Peak",6412,21037,"Kanjiroba","Far West-Kanjiroba","Opened in 2014","Climbed",1,0,0,0,1962,"Spring","May 14","UK, Nepal","Josephine Scarr, Barbara Spark, Mingma Tsering Sherpa, Pemba Norbu Sherpa","",NA,NA
"237","LHAY","Lhayul Peak","Nepal only","",6395,20981,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"238","LHOM","Lhotse Middle","Nepal & China","Lhotse Intermediate",8410,27592,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2001","Climbed",1,0,0,0,2001,"Spring","May 23","Russia","Sergei Timofeev, Alexei Bolotov, Piotr Kouznetsov, Evgeni Vinogradski","",27.9599193,86.9399794
"239","LHOT","Lhotse","Nepal & China","",8516,27940,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1956,"Spring","May 18","Switzerland","Fritz Luchsinger, Ernst Reiss","",48.8781677,2.3262361
"240","LIK1","Linkhu Chuli Shar","Nepal only","Bigphera-Go Shar, Pigpferago Shar, Linkhu Chuli I",6719,22044,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2003","Climbed",1,0,0,0,2013,"Autumn","Nov 13","Germany","Ines Papert","",NA,NA
"241","LIK2","Linkhu Chuli Nup","Nepal only","Bigphera-Go Nup, Pigpferago Nup, Linkhu Chuli II",6659,21847,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2003","Climbed",1,0,0,0,1960,"Autumn","Oct 21","France, Nepal","Alain Barbezat, Cecile Barbezat, Nawang Dorje Sherpa","",NA,NA
"242","LING","Lingtren","Nepal & China","",6713,22024,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,1935,"Summer","Aug","UK","Eric Shipton, Dan Bryant","",28.0348067,86.8082299
"243","LMOC","Langmoche Ri","Nepal only","",6552,21496,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2012,"Autumn","Nov 17","USA","Roberto Villanueva, Alan Rousseau","",NA,NA
"244","LNAK","Lhonak","Nepal only","Rifil Peak",6070,19915,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.7900712,88.0356137
"245","LNGK","Langchung Khang","Nepal & China","Langpo Chung",6786,22264,"Jongsang","Kangchenjunga-Janak","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",27.8562819,88.1778517
"246","LNJU","Langju","Nepal only","Lajo Dada",6426,21083,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Climbed",1,0,0,0,2017,"Autumn","Oct 17","Japan","Norifumi Fukuda, Kojuro Hagihara, Yudai Suzuki","",32.33333,80.33333
"247","LNKE","Lunchhung Kamo East","Nepal only","",6024,19764,"Kanti/Palchung","Far West-Kanjiroba","","Climbed",0,1,0,0,1999,"Summer","Jul 09","Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa","",NA,NA
"248","LNPO","Langpo","Nepal & India","Longpo",6965,22851,"Jongsang","Kangchenjunga-Janak","","Climbed",1,0,0,0,1909,"Autumn","Sep 14","UK","A. M. Kellas","",24.6421,105.534
"249","LOBE","Lobuje East","Nepal only","Lobuche East",6090,19980,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1984,"Spring","Apr 25","USA, Nepal","Larry Nielson, Any Gyaltsen Sherpa","Possibly climbed by Japanese in 1979 (unverified)",NA,NA
"250","LOBW","Lobuje West","Nepal only","Lobuche West",6135,20128,"Khumbu","Khumbu-Rolwaling-Makalu","Converted to trekking peak in 2002","Climbed",0,0,1,2002,1984,"Autumn","Sep 28","Japan","Yuji Kawakura, Yoshihiro Taguchi","",NA,NA
"251","LSAM","Lungsampa","Nepal only","Lung Sampa, Lumsumna",6500,21325,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2014,"All","","Spain","Jordi Corominas, Jordi Tosas","Tosas and Corominas unconfirmed ascent in 2014 via SSW Ridge",NA,NA
"252","LSHR","Lhotse Shar","Nepal & China","Lhotse II",8382,27500,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1970,"Spring","May 12","Austria","Josef Mayerl, Rolf Walter","",27.9587777,86.9437958
"253","LSIS","Langshisa Ri","Nepal only","Langsisa Ri",6412,21037,"Jugal","Langtang-Jugal","Converted to trekking peak in 2002","Climbed",0,0,1,2002,1982,"Spring","Apr 23","Japan, Nepal","Takuya Kajimoto, Pasang Norbu Sherpa","",28.2177782,85.714613
"254","LUGU","Lugula","Nepal & China","",6899,22635,"Damodar","Annapurna-Damodar-Peri","Opened in 2014","Climbed",1,0,0,0,2010,"Autumn","Nov 02","France","Renald Guillaune","1st official ascent in Spring 2014 by S Koreans",28.8905703,84.2446501
"255","LUN2","Lunag II","Nepal only","",6812,22349,"Rolwaling","Khumbu-Rolwaling-Makalu","Requires permit for Jobo Rinjang","Climbed",0,1,0,0,2010,"Autumn","Oct 26","France","Mathieu Detrie, Max Belleville, Mathiew Maynadier, Sebastien Ratel","",16.659415,121.3687764
"256","LUNG","Lungchhung","Nepal & China","",6043,19826,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",27.1222437,87.229431047046
"257","LUNR","Lunag Ri","Nepal & China","Lunag I, Rongshar Ri I, Ondrej Peak",6895,22621,"Rolwaling","Khumbu-Rolwaling-Makalu","Requires permit for Jobo Rinjang","Unclimbed",0,1,0,0,0,"All","","","","",28.0535945,86.5500784
"258","LUNW","Lunag West","Nepal & China","",6492,21299,"Rolwaling","Khumbu-Rolwaling-Makalu","Requires permit for Jobo Rinjang","Climbed",0,1,0,0,2013,"Autumn","Oct 22","USA","Scott Adamson, Chris Wright","",NA,NA
"259","MACH","Machhapuchhare","Nepal only","",6993,22943,"Annapurna","Annapurna-Damodar-Peri","Closed","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","Rumored that one New Zealander (Bill Denz) summited by the N Ridge-NE Face route in the late 1970s",28.5265081,83.9075619173367
"260","MAK2","Makalu II","Nepal & China","Kangchungtse",7678,25190,"Makalu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1954,"Autumn","Oct 22","UK, Nepal","Jean Franco, Lionel Terray, Gyaltsen Norbu Sherpa, Pa Norbu Sherpa","",27.9140498,87.0804271
"261","MAKA","Makalu","Nepal & China","",8485,27838,"Makalu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1955,"Spring","May 15","France","Jean Couzy, Lionel Terray","",27.8911991,87.0886361
"262","MALA","Malanphulan","Nepal only","Melanphulan, Hinku Ri",6573,21565,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2000,"Spring","Apr 28","USA","Peter Carse, Amy Bullard","",NA,NA
"263","MANA","Manaslu","Nepal only","Kutang I, Peak 30",8163,26781,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1956,"Spring","May 09","Japan, Nepal","Toshio Imanishi, Gyaltsen Norbu Sherpa","",28.5499829,84.5597284
"264","MANN","Manaslu North","Nepal only","Manaslu II",6994,22946,"Manaslu/Mansiri","Manaslu-Ganesh","","Climbed",1,0,0,0,1964,"Autumn","Oct 25","Netherlands, Austria, Nepal","Alfons Driessen, Jan De Lint, Hubert Schriebl, Ila Tshering Sherpa, Nima Tenzing Sherpa","1st ascent disputed by Anders Bolinder",28.5839234,84.5491371
"265","MANP","Manapathi","Nepal only","",6380,20932,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",1,0,0,0,1956,"Spring","Apr 25","Argentina, Nepal","Emiliano Huerta, Ayiwa Sherpa","1st ascent?",NA,NA
"266","MARD","Mardi Himal","Nepal only","",5553,18219,"Annapurna","Annapurna-Damodar-Peri","","Climbed",0,0,1,1978,1962,"Spring","Apr 23","UK, Nepal","J. O. M. Roberts, Ang Tshering Sherpa, Tenzing Nindra Sherpa","",28.4737691,83.9275346
"267","MARI","Mariyang","Nepal & China","",6528,21417,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.4875762,95.2171727
"268","MARW","Mariyang West","Nepal & China","",6455,21178,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"269","MATA","Matathumba","Nepal only","Matatumpa, Ghyuthumba East",5767,18921,"Kanjiroba","Far West-Kanjiroba","","Climbed",0,1,0,0,1961,"Spring","May 16","UK, Nepal","John Tyson, James Burnet, John Earle, Mingma Tsering, Ang Temba Sherpa","",NA,NA
"270","MAYT","Mayonthang Kang","Nepal & China","Mayun Thang Khang",6449,21158,"Kanti/Palchung","Far West-Kanjiroba","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"271","MERA","Mera Peak","Nepal only","",6470,21227,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1953,"Spring","May","UK, Nepal","J. O. M. Roberts, Sen Tenzing Sherpa","Climbed ""false Mera"" 6476m?  ""True Mera"" unclimbed?",27.7098398,86.8686622
"272","MERR","Merra","Nepal only","",6334,20781,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2006,"Autumn","Oct 18","Denmark","Claus Ostergaard","",66.91177635,13.3539947281637
"273","MERS","Mera South","Nepal only","",6064,19895,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",7.2723152,36.3315245
"274","MING","Mingbo Ri","Nepal only","",6207,20364,"Khumbu","Khumbu-Rolwaling-Makalu","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed","",NA,NA
"275","MNSL","Mansail","Nepal only","Manshail",6235,20456,"Mukut/Mustang","Dhaulagiri-Mukut","Opened in 2014","Climbed",1,0,0,0,2014,"Autumn","Sep 29","Japan","Yukiko Inoue, Eri Hasegawa, Mariko Nakamura, Kei Taniguchi","",NA,NA
"276","MNSS","Mansail South","Nepal only","Manshail South",6248,20499,"Mukut/Mustang","Dhaulagiri-Mukut","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"277","MOJC","Mojca","Nepal only","Mojka",6024,19764,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,1974,"Autumn","Oct 11","Yugoslavia","Stane Belak, Danilo Cedilnik","Illegal ascent",46.846394,25.104374
"278","MPNW","Manapathi NW","Nepal only","",6384,20945,"Dhaulagiri","Dhaulagiri-Mukut","","Climbed",0,1,0,0,1977,"Spring","Apr 20","Italy, UK, W Germany","Reinhold Messner, Leo Dickinson, Eric Jones, Otto Wiedemann","",NA,NA
"279","MUKT","Mukut Himal","Nepal only","Mukot Himal, Langru",6087,19970,"Mukut/Mustang","Dhaulagiri-Mukut","Opened in 2014","Climbed",1,0,0,0,1967,"Autumn","Sep","Netherlands","Alfons J. Driessen, Michiel van Mourik Broekman","1st ascent if team was actually on this peak",28.7797894,83.4607345
"280","MUPK","Mustang Peak","Nepal only","",6229,20436,"Mukut/Mustang","Dhaulagiri-Mukut","","Climbed",0,1,0,0,2001,"Autumn","Oct 07","Japan, Nepal","Tomatsu Ohnishi, Koji Mizutani, Takehiko Yanagihara, Katsuhiko Asahi, Mingma Nuru Sherpa, Chuldin Nuru Sherpa, Kancha Dawa Sherpa","Not same peak as Mustang Himal (6195m) on current Ministry list.",58.6442634,-134.591263
"281","MUST","Mustang Himal","Nepal only","",6195,20325,"Mukut/Mustang","Dhaulagiri-Mukut","Opened in 2014","Climbed",1,0,0,0,2014,"Autumn","Nov 02","USA","Melissa Arnot, Ben Jones, Jon Mancuso","",29.2041398,83.7964806916249
"282","MYAG","Myagdi Matha","Nepal only","",6273,20581,"Dhaulagiri","Dhaulagiri-Mukut","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed?","",NA,NA
"283","NAG1","Nangpai Gosum I","Nepal & China","Nagpai Gosum I, Cho Aui",7321,24019,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2017,"Autumn","Oct 03","Germany","Jost Kobusch","",28.0729512,86.6124231
"284","NAG2","Nangpai Gosum II","Nepal & China","Nagpai Gosum II, Chamar",7287,23907,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",28.070525,86.6355487
"285","NALA","Nalakankar North","Nepal & China","",6062,19888,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","","Climbed",1,0,0,0,2000,"Summer","Jul 06","Japan, Nepal","Takehiko Yanagihara, Ang Phurba Sherpa","",NA,NA
"286","NALS","Nalakankar South","Nepal & China","",6024,19764,"Nalakankar/Chandi/Changla","Far West-Kanjiroba","","Climbed",0,1,0,0,2000,"Summer","Jul 07","Japan, Nepal","Tamotsu Ohnishi, Takehiko Yanagihara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa","",NA,NA
"287","NAM2","Nampa II","Nepal only","",6585,21604,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",43.6032454,-116.6079167
"288","NAM3","Nampa III","Nepal only","Nampa Chuli",6611,21690,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"289","NAMP","Nampa","Nepal only","Chisel Peak",6729,22077,"Api/Byas Risi/Guras","Far West-Kanjiroba","","Climbed",1,0,0,0,1972,"Spring","May 05","Japan","Fukutoshi Kimura, Susumu Takahashi","",43.5737361,-116.559631
"290","NAMS","Nampa South","Nepal only","",6130,20112,"Api/Byas Risi/Guras","Far West-Kanjiroba","Opened in 2002","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",43.5537615,-116.601138718014
"291","NAN2","Nangamari II","Nepal only","",6209,20371,"Janak/Ohmi Kangri","Kangchenjunga-Janak","","Climbed",1,0,0,0,2016,"Autumn","Oct 17","Japan","Tsuneo Shigehiro, Kensuke Iwai, Kiyo Kuroda, Shiro Matsunaka, Yusuke Morimoto, Kanji Totegi, Miyoko Nagase, Masayuki Takenaka, Saori Tatsuno","",NA,NA
"292","NANG","Nangamari I","Nepal & China","",6547,21480,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2003","Climbed",1,0,0,0,2010,"Autumn","Nov 05","Australia","Timothy Macartney-Snape, David Barton","",NA,NA
"293","NAUL","Naulekh","Nepal only","",6340,20801,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,1954,"Spring","Jun 08","New Zealand","Colin Todd, Bill Beaven","",27.6875828,86.9024898
"294","NAYA","Naya Kanga","Nepal only","Kangja Chuli, Ghanja La Chuli",5863,19236,"Jugal","Langtang-Jugal","","Climbed",0,0,1,1978,0,"All","","","1st ascent unknown","",28.168624,85.5483906
"295","NCHU","Nupchu","Nepal only","Sharphu IV",6172,20249,"Janak/Ohmi Kangri","Kangchenjunga-Janak","","Climbed",0,1,0,0,1962,"Spring","May 20","Japan","Takayuki Tsubaki, Chotare Sherpa","",NA,NA
"296","NEMJ","Nemjung","Nepal only","",7140,23425,"Peri","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1983,"Spring","Oct 27","Japan, Nepal","Makito Minami, Wataru Saito, Ken Takahashi, Kirki Lama","",NA,NA
"297","NEPA","Nepal Peak","Nepal & India","",7177,23547,"Jongsang","Kangchenjunga-Janak","","Climbed",1,0,0,0,1930,"Spring","May 24","Austria","Erwin Schneider","Schneider may have only gone to the SW Peak (7130m) in which case the first ascent was by the Germans in 1936",27.7768189,88.1826901
"298","NGAP","Nepal Gap Peak","Nepal & India","Nepal Gyap Peak",7007,22989,"Kangchenjunga/Simhalila","Kangchenjunga-Janak","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed?","",NA,NA
"299","NGO2","Ngojumba Kang II","Nepal & China","",7743,25404,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1965,"Spring","Apr 24","Japan, Nepal","Naomi Uemura, Pemba Tenzing Sherpa","",28.1058708,86.7054038
"300","NGO3","Ngojumba Kang III","Nepal & China","Hillary Peak",7681,25200,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014 as Hillary Peak","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"301","NGOJ","Ngojumba Kang I","Nepal & China","Ngozumba Kang, Ngozumba Ri, Tenzing Peak",7916,25971,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014 as Tenzing Peak","Climbed",1,0,0,0,1982,"Autumn","Nov 02","S Korea, Nepal","Kim Young-Han, Ang Tshering Sherpa, Dorje Sherpa","",NA,NA
"302","NGOR","Nagoru","Nepal only","",6165,20226,"Peri","Annapurna-Damodar-Peri","","Climbed",0,1,0,0,2016,"Autumn","Oct 21","Austria, Nepal","Wolfgang Drexler, Lawang Tamang","",NA,NA
"303","NILC","Nilgiri Central","Nepal only","",6940,22769,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1979,"Spring","Apr 30","Japan","Kohichi Sakata, Yasuo Tsuda","",28.6783794,83.7353837
"304","NILN","Nilgiri North","Nepal only","",7061,23166,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1962,"Autumn","Oct 19","Netherlands, France, Nepal","Lionel Terray, H. G. Van Lookern Campagne, P. Van Lookern Campagne, P. F. J. Van Lookern Campagne, Wangdi Sherpa","",28.689076,83.7440554
"305","NILS","Nilgiri South","Nepal only","",6839,22438,"Annapurna","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,1978,"Autumn","Oct 10","Japan","Kazuo Mitsui, Taichi Fujimatsu, Yoshiaki Kato, Nobuhito Morota, Seiji Tanaka, Hideki Yoshida","",28.6541082,83.7296456
"306","NORB","Norbu Kang","Nepal only","Norbu Khang",6085,19964,"Kanjiroba","Far West-Kanjiroba","Opened in 2002","Climbed",1,0,0,0,2003,"Summer","Jun 25","Japan, Nepal","Tamotsu Ohnishi, Tazuko Inoue, Koji Mizutani, Takehiro Yanigahara, Chuldim Nuru Sherpa, Kancha Dawa Sherpa","2010 German team says 2003 Japanese team did not climb main peak",47.4878529,3.9072438
"307","NPHU","Narphu","Nepal only","",5921,19426,"Damodar","Annapurna-Damodar-Peri","","Climbed",1,0,0,0,2014,"Autumn","Nov 22","UK, Nepal","Brian Jackson, Heather Bentley, Catherine Husted, Dawn Richardson, James Salt, Rhiannon Thomson, Mingma Dorje Sherpa, Pasang Sherpa Shikhar Pandey","1st official ascent",28.7351873,84.2227485168961
"308","NREK","Nirekha","Nepal only","",6159,20207,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002 as trekking peak","Climbed",0,0,1,2002,0,"All","","","1st ascent unknown","Climbing history unknown",27.9775114,86.7629029
"309","NUMB","Numbur","Nepal only","",6958,22828,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1963,"Spring","May 29","Japan, Nepal","Hiroshi Matsuo, Mingma Tsering Sherpa","",27.7542227,86.572647
"310","NUMR","Numri","Nepal only","",6635,21768,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2002,"Autumn","Nov 07","Germany","Olaf Rieck, Carsten Schmidt, Lydia Schubert","",NA,NA
"311","NUPE","Nuptse East I","Nepal only","",7795,25574,"Khumbu","Khumbu-Rolwaling-Makalu","Requires permit for Nuptse","Climbed",1,0,0,0,2003,"Autumn","Nov 02","Russia","Valeri Babanov, Yuri Kochelenko","",NA,NA
"312","NUPK","Nupche Kang","Nepal & China","Friendship Peak, Nupche Himal",6576,21575,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,1964,"Spring","Apr 06","W Germany, Nepal","Fritz Stammberger, Aila Sherpa","",NA,NA
"313","NUPL","Nup La Kang","Nepal & China","Nupla Khang",6861,22510,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2014","Climbed",1,0,0,0,2018,"Autumn","Nov 02","USA, Norway","","",NA,NA
"314","NUPT","Nuptse","Nepal only","",7864,25801,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1961,"Spring","May 16","UK, Nepal","Dennis Davis, Tashi Sherpa","1st ascent of W Smt (NUPT-884-01)",27.8602077,86.8060351
"315","OHMI","Ohmi Kangri","Nepal & China","",6839,22438,"Janak/Ohmi Kangri","Kangchenjunga-Janak","","Climbed",1,0,0,0,1985,"Spring","Apr 14","Switzerland","Andre Rieder, Alain Vaucher","",NA,NA
"316","OMBG","Ombigaichen","Nepal only","Puma Dablam",6340,20801,"Khumbu","Khumbu-Rolwaling-Makalu","Opened in 2002 as trekking peak","Climbed",0,0,1,2002,1960,"Autumn","Nov 18","New Zealand, Nepal","Jim Milledge, Ang Tsering Sherpa","",27.8530782,86.882962
"317","OMBK","Ombak Himal","China only","",6300,20669,"Janak/Ohmi Kangri","Kangchenjunga-Janak","","Unclimbed",0,1,0,0,0,"All","","","Unclimbed?","",NA,NA
"318","OMIT","Omitso Go","Nepal & China","Omi Tso Go",6332,20774,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"319","PALD","Paldor","Nepal only","Bharange",5903,19367,"Ganesh/Shringi","Manaslu-Ganesh","","Climbed",0,0,1,1978,1949,"Summer","","UK, Nepal","H. W. Tilman, Peter Lloyd, Tenzing Sherpa, Da Namgyal Sherpa","1st ascent claimed in 1949, but actual 1st ascent may have been in 1974 by John Cleare and Ian Howell",28.2776048,85.1871278
"320","PAMA","Pama Himal","Nepal & China","",6300,20669,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2014","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"321","PAN1","Panpoche 1","Nepal only","Pang Phunch 1, Kutang Himal",6620,21719,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2003","Climbed",1,0,0,0,2019,"Autumn","Oct 03","Georgia","Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze","",NA,NA
"322","PAN2","Panpoche 2","Nepal only","Pang Phunch 2",6504,21339,"Manaslu/Mansiri","Manaslu-Ganesh","Opened in 2003","Climbed",1,0,0,0,2019,"Autumn","Sep 22","Georgia","Archil Badriashvi, Bakari Gelashvili, Giorgi Tepnadze","",NA,NA
"323","PANB","Panbari","Nepal only","",6905,22654,"Peri","Annapurna-Damodar-Peri","Opened in 2002","Climbed",1,0,0,0,2006,"Autumn","Sep 29","Japan","Yoshimi Kato, Gakuto Komiya, Sayaka Koyama, Kenro Nakajima, Yosuke Urabe","",26.1999813,91.9775417
"324","PAND","Pandra","Nepal only","",6670,21883,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2002","Climbed",1,0,0,0,2002,"Autumn","Oct 16","Denmark","Allan Christensen, Bo Belvedere Christensen, Jan Mathorne","",30.6824948,78.588251
"325","PANG","Pangbuk Ri","Nepal & China","",6625,21736,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2002","Climbed",1,0,0,0,2011,"Autumn","Nov 11","USA","David Gottlieb, Chad Kellogg","The Pangbuk that Bourdillon and Colledge climbed on May 29, 1952 was south of Menlung La (thus not Pangbuk Ri)",NA,NA
"326","PANN","Pangbuk North","Nepal & China","Jobo LeCoultre",6478,21253,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",0,1,0,0,2013,"Autumn","Nov 01","USA","Scott Adamson, Christopher Wright","",NA,NA
"327","PANT","Panalotapa","Nepal only","Paniyo Tapa, Paniyo Tippa",6687,21939,"Rolwaling","Khumbu-Rolwaling-Makalu","Opened in 2003","Climbed",1,0,0,0,1955,"Spring","May","UK","Peter Boultbee, Dennis Davis","",NA,NA
"328","PARC","Parchamo","Nepal only","Parchermo, Parchemuche, Pachermo",6279,20600,"Rolwaling","Khumbu-Rolwaling-Makalu","","Climbed",0,0,1,1978,1955,"Spring","Apr","UK","Peter Boultbee, Denis Davis","",27.8377252,86.5472278
"329","PASA","Pasang Lhamu Chuli","Nepal & China","Jasemba",7350,24114,"Khumbu","Khumbu-Rolwaling-Makalu","","Climbed",1,0,0,0,1986,"Autumn","Oct 12","Japan","Katsushi Emura, Yukitoshi Endo, Katsuo Matsuki, Yoshihiro Shikoda","",28.0729512,86.6124231
"330","PASH","Pashuwo","Nepal & China","Pashubo",6177,20266,"Ganesh/Shringi","Manaslu-Ganesh","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"331","PATR","Patrasi Himal","Nepal only","Kande Hiunchuli North",6450,21161,"Kanjiroba","Far West-Kanjiroba","","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"332","PAWR","Pawar Central","Nepal only","Chaar Baatsa",6621,21722,"Peri","Annapurna-Damodar-Peri","","Climbed",0,1,0,0,2015,"Spring","May 09","France","Paulo Grobel, Frank Bonhomme, Christian Hurgon, Dhan Bahadur Magar, Dipen  Nuppa Bhote, Jangbu Sherpa, Rajan Lama Bhote","",19.2132661,72.960605708468
"333","PBUK","Pabuk Kang","Nepal & China","Kangata",6244,20486,"Janak/Ohmi Kangri","Kangchenjunga-Janak","Opened in 2003","Unclimbed",1,0,0,0,0,"All","","","Unclimbed","",NA,NA
"334","PEMK","Pemthang Karpo Ri","Nepal & China","Dome Blanc, Kan Karmo",6865,22523,"Jugal","Langtang-Jugal","Opened in 2014","Climbed",1,0,0,0,1955,"Spring","May 14","Switzerland, Nepal","Raymond Lambert, Ang Norbu Sherpa, Kami Tshering Sherpa, Pasang Sherpa, Pemba Gyaltzen Sherpa","",28.2491141,85.7479044
